31180763,INET,WFC,BID,500,27.26,,936392,Y
31189065,INET,WFC,BID,10000,27.26,,938574,Y
30572395,INET,WFC,BID,1650,27.25,,689105,Y
30388374,INET,WFC,BID,1460,27.24,,646712,Y
29937092,INET,WFC,BID,762,27.2,,300137,Y
28871065,INET,WFC,BID,150,27.2,,322889,Y
28856887,INET,WFC,BID,1000,27.18,,320631,Y
27816758,INET,WFC,BID,500,27.11,,218597,Y
28662310,INET,WFC,BID,3200,27.1,,284609,Y
27817856,INET,WFC,BID,500,27.05,,218816,Y
29563293,INET,WFC,BID,100,27.0,,451543,Y
27818060,INET,WFC,BID,1200,26.95,,218854,Y
29406964,INET,WFC,BID,100,26.84,,416411,Y
25261083,INET,WFC,BID,25,26.6,,2775,Y
28324949,INET,WFC,BID,15,26.5,,253305,Y
30989037,INET,WFC,BID,100,26.5,,857533,Y
30483421,INET,WFC,BID,25000,26.1,,675958,Y
29665149,INET,WFC,BID,11000,25.98,,473046,Y
31166668,INET,WFC,BID,9900,25.64,,929626,Y
25261083,INET,WFC,BID,50,24.13,,2774,Y
25261082,INET,WFC,BID,31,24.0,,2769,Y
25261083,INET,WFC,BID,50,20.25,,2773,Y
25261082,INET,WFC,BID,10,20.0,,2768,Y
25261083,INET,WFC,BID,50,19.0,,2772,Y
25261082,INET,WFC,BID,50,16.0,,2770,Y
25261082,INET,WFC,BID,20,0.1,,2771,Y
26350672,INET,WFC,BID,100,0.01,,72318,Y
27004734,INET,WFC,BID,100,0.01,MSCO,132295,A
30835558,INET,WFC,ASK,100,27.31,,811974,Y
29941073,INET,WFC,ASK,500,27.32,,529287,Y
27495965,INET,WFC,ASK,4000,27.39,,183508,Y
27814576,INET,WFC,ASK,2500,27.5,,218310,Y
27816377,INET,WFC,ASK,1400,27.5,,218505,Y
26377567,INET,WFC,ASK,150,27.7,,73955,Y
28657078,INET,WFC,ASK,10,27.73,,283448,Y
25261018,INET,WFC,ASK,100,27.97,,2692,Y
25261019,INET,WFC,ASK,200,27.97,,2693,Y
27168665,INET,WFC,ASK,1000,27.97,,147167,Y
27813044,INET,WFC,ASK,300,28.0,,217966,Y
30483446,INET,WFC,ASK,25000,28.06,,675961,Y
29665149,INET,WFC,ASK,11000,28.17,,473047,Y
27812806,INET,WFC,ASK,2900,28.35,,217850,Y
25261357,INET,WFC,ASK,25,29.0,,3005,Y
30784505,INET,WFC,ASK,99,29.0,,791834,Y
28620127,INET,WFC,ASK,200,29.06,,279228,Y
25261352,INET,WFC,ASK,50,29.45,,2985,Y
26350697,INET,WFC,ASK,100,2000.0,,72319,Y
27004735,INET,WFC,ASK,100,2000.0,MSCO,132298,A
